date,p0,p1,p2
2005-08-31,0.999938380674372,4.749660280684631e-07,6.114435937690502e-05
2005-09-30,0.9960799000280264,7.548609952770235e-07,0.003919345111059651
2005-10-31,0.9999887238103868,1.1276187174373265e-05,2.213980706736207e-12
2005-11-30,0.9999954771608335,4.521642984083446e-06,1.1963043851895516e-09
2005-12-31,0.9999824960190756,7.92459536053797e-08,1.7424734817378082e-05
2006-01-31,0.9999999749320526,2.4865918140604385e-08,2.0197487473036921e-10
2006-02-28,0.9999931919537458,1.0771586426753968e-08,6.797274760271966e-06
2006-03-31,0.9726250665787284,3.1540726525305994e-08,0.027374901880690358
2006-04-30,0.8311983517946185,6.899788752379036e-08,0.16880157920735595
2006-05-31,0.5269801682239047,2.9152492152569106e-08,0.4730198026236968
2006-06-30,0.08178030996755789,1.2546136701461727e-08,0.918219677486459
2006-07-31,0.013359566687791183,2.2337036879647882e-09,0.9866404310783602
2006-08-31,0.00037095937152948304,4.449861661486902e-09,0.9996290361786104
2006-09-30,0.004094162111949263,4.848560083123682e-07,0.9959053530320086
2006-10-31,0.38586680336242407,1.2638919448571587e-05,0.6141205577179648
2006-11-30,0.9999992582486834,7.193688947072798e-07,2.2382559949299024e-08
2006-12-31,0.9999999878364179,3.514736075264582e-09,8.648743660331951e-09
2007-01-31,0.32209371108872253,5.484429526076962e-10,0.6779062883626884
2007-02-28,0.006760897532802167,7.035722418507132e-10,0.9932391017636836
2007-03-31,0.00013680959915982944,4.968584152164733e-07,0.9998626935426091
2007-04-30,6.570417617222621e-05,0.00036245896228602275,0.9995718368614073
2007-05-31,0.0013332390917622629,0.06496499479996524,0.9337017661083743
2007-06-30,0.005926702435931061,0.8988379902608825,0.09523530730327805
2007-07-31,0.0020343342982464883,0.9781827977622186,0.01978286793960371
2007-08-31,0.0008118450353423016,0.993137990885592,0.006050164079164091
2007-09-30,0.00043223777513869897,0.9995382226617061,2.9539563006315786e-05
2007-10-31,0.00019349892793793817,0.9998065003357433,7.362331710724641e-10
2007-11-30,6.8289268787271645e-06,0.9999931709277359,1.4551381698070363e-10
2007-12-31,5.193583322109351e-06,0.9999948064158423,8.259956985429611e-13
2008-01-31,5.317509624364066e-08,0.9999999468250295,1.198567555342486e-16
2008-02-29,1.889102639001993e-08,0.9999999811088858,8.080889522437374e-21
2008-03-31,5.243910380336712e-09,0.9999999947563083,4.701331667303446e-19
2008-04-30,4.874636319702967e-07,0.9999995125364245,9.534503280069833e-17
2008-05-31,6.743399296389343e-08,0.9999999325659723,2.423205213476867e-15
2008-06-30,7.532078297982658e-09,0.9999999924680196,4.506465997468649e-19
2008-07-31,9.46056132264844e-08,0.9999999053943656,1.3719000806287675e-19
2008-08-31,3.5927474257887154e-07,0.999999640725101,3.987893270567867e-21
2008-09-30,2.5593507190648356e-11,0.9999999999745341,7.247672661971512e-20
2008-10-31,1.8172063360394488e-22,1.0,4.846056613890582e-25
2008-11-30,2.9309930607641695e-23,1.0,8.804130214002306e-37
2008-12-31,9.218832950209923e-26,1.0,2.1844681462779883e-44
2009-01-31,5.080127232776088e-38,1.0,2.12968295126675e-53
2009-02-28,5.183457968200414e-44,1.0,2.8397517285959303e-51
2009-03-31,3.1362317076548264e-45,1.0,2.1613797585133068e-51
2009-04-30,3.831761716121634e-43,1.0,3.1295039344215035e-58
2009-05-31,5.7901068339145157e-39,1.0,1.0769025799853678e-56
2009-06-30,9.013989177389069e-40,1.0,2.884418461419235e-56
2009-07-31,2.4829211331756734e-36,1.0,1.5927458114562765e-57
2009-08-31,2.91167767639325e-32,1.0,1.2273126359642528e-55
2009-09-30,9.920204337025665e-24,1.0,3.310218970573239e-50
2009-10-31,7.101357356018931e-17,1.0,7.81855960834076e-40
2009-11-30,2.918921017339261e-18,1.0,1.127575981903924e-37
2009-12-31,2.0683734623018743e-15,1.0,3.5212421766592336e-32
2010-01-31,5.362273733078212e-13,0.9999999999995453,9.47764334326626e-28
2010-02-28,3.697060641548023e-11,0.9999999999631655,1.1330117028961585e-22
2010-03-31,5.199484273386088e-11,0.9999999999481588,7.615206870240742e-18
